1 0 0 0
0 1 0 0
0 0 1 0
0 0 0 1
0.254994 0.254696 0.237939 0.252370
0.002562 0.623999 0.351874 0.021565
0.367222 0.014281 0.607072 0.011425
0.002985 0.019563 0.593178 0.384273
0.012141 0.348368 0.012266 0.627225
0.366357 0.614997 0.017446 0.001200
0.617999 0.028577 0.009976 0.343448
0.009000 0.291362 0.668843 0.030795
0.266909 0.009601 0.119515 0.603976
0.678277 0.001201 0.296156 0.024365
0.069176 0.610574 0.018183 0.302067
0.633903 0.308025 0.020014 0.038058
0.009379 0.148490 0.296502 0.545629
0.222861 0.348471 0.427992 0.000676
0.000218 0.328631 0.421216 0.249934
0.273133 0.006198 0.437949 0.282720
0.470017 0.235298 0.276144 0.018540
0.267840 0.286294 0.002461 0.443406
0.104022 0.017948 0.752396 0.125634
0.394987 0.393554 0.027816 0.183643
0.199195 0.501588 0.194906 0.104310
0.464807 0.058226 0.230234 0.246733
0.128605 0.749411 0.105712 0.016272
0.054803 0.383214 0.170696 0.391287
0.033196 0.060082 0.141747 0.764975
0.756995 0.059493 0.056051 0.127460
0.179014 0.149619 0.550009 0.121357
0.406120 0.100386 0.074364 0.419131
0.475657 0.023534 0.409912 0.090898
0.203281 0.023069 0.303539 0.470111
0.005310 0.527762 0.254518 0.212409
0.023524 0.444244 0.493493 0.038739
0.399730 0.424657 0.174758 0.000855
0.101596 0.146996 0.414405 0.337003
0.171839 0.176319 0.008795 0.643047
0.510127 0.209190 0.080260 0.200423
0.011152 0.790558 0.004151 0.194139
0.210359 0.435384 0.079912 0.274345
0.183427 0.196697 0.180576 0.439300
0.344876 0.176138 0.446673 0.032313
0.046610 0.481436 0.005013 0.466941
0.000805 0.137296 0.850131 0.011768
0.014169 0.146636 0.626726 0.212469
0.199749 0.617984 0.034807 0.147460
0.042469 0.007819 0.433631 0.516081
0.135168 0.019910 0.000300 0.844622
0.506419 0.481125 0.001967 0.010489
0.098643 0.002727 0.260277 0.638353
0.624486 0.138996 0.160568 0.075950
0.133812 0.378250 0.329924 0.158014
0.144231 0.012523 0.602335 0.240910
0.208907 0.099541 0.687879 0.003673
0.027062 0.205137 0.136001 0.631800
0.299723 0.332140 0.277200 0.090937
0.347823 0.121473 0.347823 0.182882
0.310999 0.097232 0.239037 0.352732
0.024308 0.669064 0.170940 0.135689
0.358484 0.245737 0.082076 0.313704
0.811860 0.003324 0.175202 0.009614
0.018136 0.280003 0.315084 0.386777
0.190823 0.223700 0.394527 0.190949
0.071912 0.291176 0.522160 0.114752
0.612847 0.001316 0.150228 0.235609
0.130336 0.500542 0.345842 0.023280
0.456668 0.001708 0.003530 0.538094
0.313169 0.136760 0.004082 0.545989
0.847199 0.133179 0.016781 0.002841
0.280863 0.015947 0.549629 0.153561
0.114997 0.300783 0.067805 0.516415
0.389915 0.256110 0.184894 0.169081
0.529951 0.319273 0.146304 0.004472
0.015511 0.866582 0.113784 0.004123
0.519959 0.099088 0.272746 0.108207
0.152263 0.243191 0.599626 0.004921
0.009740 0.286065 0.195260 0.508935
0.176942 0.411805 0.002442 0.408810
0.006231 0.519946 0.137663 0.336160
0.292387 0.396397 0.147783 0.163433
0.321461 0.519475 0.035618 0.123447
0.024462 0.206318 0.025440 0.743780
0.202886 0.624780 0.164660 0.007673
0.146924 0.103726 0.152856 0.596494
0.141513 0.370708 0.219602 0.268178
0.003166 0.450595 0.386049 0.160190
0.152318 0.008648 0.461442 0.377593
0.645589 0.144637 0.024399 0.185375
0.166960 0.050240 0.069520 0.713280
0.271344 0.452814 0.274783 0.001058
0.282412 0.088616 0.153591 0.475380
0.509157 0.002410 0.141283 0.347150
0.005697 0.401318 0.293243 0.299742
0.050503 0.157958 0.721797 0.069742
0.184470 0.319508 0.117473 0.378549
0.150000 0.029065 0.819933 0.001002
0.096774 0.556682 0.140461 0.206083
0.020687 0.116851 0.002348 0.860114
0.378553 0.004963 0.333509 0.282975
0.480838 0.172488 0.013341 0.333333
0.191086 0.165343 0.298869 0.344702
0.105540 0.846330 0.001435 0.046694
0.311706 0.362461 0.005890 0.319943
0.728711 0.179431 0.090767 0.001091
0.006497 0.209395 0.497126 0.286982
0.006961 0.024523 0.866460 0.102056
0.116256 0.273923 0.328322 0.281499
0.514600 0.326949 0.049189 0.109262
0.275610 0.140831 0.569032 0.014527
0.000402 0.170539 0.397178 0.431882
0.181102 0.098518 0.476888 0.243492
0.284430 0.012745 0.004036 0.698789
0.046680 0.006246 0.703813 0.243261
0.372967 0.004703 0.194591 0.427739
0.462969 0.143208 0.379030 0.014793
0.093772 0.624561 0.242719 0.038947
0.334669 0.290456 0.373110 0.001765
0.890293 0.006272 0.024806 0.078630
0.200277 0.193345 0.077261 0.529117
0.012752 0.391376 0.095385 0.500486
0.585544 0.001860 0.396665 0.015931
0.424431 0.159204 0.148366 0.268000
0.106752 0.121225 0.330615 0.441408
0.095958 0.720490 0.051647 0.131905
0.225354 0.235224 0.481461 0.057961
0.513601 0.209033 0.177212 0.100154
0.267757 0.143038 0.449738 0.139467
0.021846 0.102857 0.219227 0.656071
0.382928 0.059135 0.494293 0.063645
0.300622 0.544988 0.127518 0.026873
0.188363 0.049416 0.645058 0.117163
0.534742 0.097647 0.095360 0.272251
